Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 12,phone number,Floor Number,Total Floors
2022-04-29,3,25000,900,super area,kalyan nagar,bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,0,1.0
2022-07-07,1,25000,420,carpet area,haralur road,bangalore,semi-furnished,bachelors,1,contact agent,,6360088226,17,18.0
2022-06-20,2,16000,800,super area,j p nagar,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-07-08,3,60000,1500,carpet area,indira nagar,bangalore,semi-furnished,bachelors,3,contact agent,,6360088226,3,4.0
2022-06-04,1,7000,900,super area,vijayanagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-05-27,3,21000,1600,super area,bilekahalli,bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,1,4.0
2022-05-31,4,250000,5700,carpet area,whitefield,bangalore,semi-furnished,bachelors/family,4,contact agent,,6360088226,24,25.0
2022-07-09,1,19000,625,carpet area,"hsr layout sector 2, hsr layout",bangalore,unfurnished,bachelors,1,contact agent,,6360088226,2,4.0
2022-04-29,4,42500,1760,carpet area,sun city layout,bangalore,unfurnished,bachelors/family,3,contact owner,,6360088226,1,4.0
2022-05-19,2,11000,600,super area,nagarbhavi,bangalore,furnished,bachelors,1,contact owner,,6360088226,0,3.0
2022-05-19,2,18000,1200,super area,annapurneshwari nagar,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-05-19,1,4300,300,super area,ragavendra nagar,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-06-04,2,9000,900,super area,attiguppe,bangalore,furnished,family,1,contact owner,,6360088226,2,4.0
2022-05-27,1,7000,450,super area,electronic city,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-12,2,15000,1050,carpet area,"mcechs layout, jakkuru",bangalore,semi-furnished,family,2,contact owner,,6360088226,2,2.0
2022-05-07,1,4800,580,super area,kengeri,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-06-10,2,15000,600,carpet area,kalkere,bangalore,unfurnished,bachelors,2,contact owner,,6360088226,0,3.0
2022-06-20,1,18000,550,carpet area,marathahalli,bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,3,6.0
2022-06-20,2,22500,1115,super area,"abbiareddy layout, kaggadasapura",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-06-23,1,9500,300,carpet area,yemalur,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-30,2,12000,1200,carpet area,abbigere,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-07-06,1,9000,900,carpet area,"btm layout stage 2, btm layout",bangalore,semi-furnished,bachelors,1,contact agent,,6360088226,3,5.0
2022-05-23,3,25000,1400,super area,"kaggadasapura, indira nagar",bangalore,semi-furnished,bachelors/family,3,contact agent,,6360088226,1,7.0
2022-05-23,1,9000,400,super area,c v raman nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-23,2,11000,900,super area,arakere,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-05-19,1,12500,500,super area,seshadripuram,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-07-05,3,21000,1360,super area,whitefield,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-05-14,3,17681,1110,super area,electronic city,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,5.0
2022-05-23,3,28000,2400,super area,virupakshapura,bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,3,4.0
2022-07-06,3,30000,1700,carpet area,kanakapura road,bangalore,semi-furnished,bachelors/family,3,contact agent,,6360088226,19,26.0
2022-06-16,2,25000,980,super area,mysore road,bangalore,furnished,bachelors/family,2,contact owner,,6360088226,17,19.0
2022-06-27,2,13000,600,super area,ramaswami palya kammanhalli,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-15,2,8000,200,carpet area,"mallathahalli, outer ring road",bangalore,furnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-07-09,3,35000,1300,carpet area,benson town,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,3,4.0
2022-05-19,1,8000,750,super area,k r puram,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-19,2,10000,850,super area,cox town,bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-05-19,1,11500,600,super area,j p nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-07-09,4,140000,3100,super area,"dollars colony-rmv extension stage 2, rmv extension stage 2",bangalore,semi-furnished,bachelors/family,4,contact agent,,6360088226,9,22.0
2022-06-21,2,6000,660,super area,electronic city,bangalore,unfurnished,bachelors,1,contact owner,,6360088226,2,3.0
2022-05-24,2,11000,600,carpet area,battarahalli,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-04,1,4000,250,super area,btm layout,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-27,2,14000,1200,super area,ramamurthy nagar,bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-07-09,2,24000,630,carpet area,halasuru,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,2,5.0
2022-05-23,2,11000,840,super area,"dooravani nagar, dooravani nagar",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-23,2,10000,500,carpet area,marathahalli,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,-1,4.0
2022-05-31,3,62000,1680,carpet area,hebbal,bangalore,semi-furnished,bachelors,3,contact owner,,6360088226,4,15.0
2022-06-23,2,12000,775,carpet area,"murugeshpalya, airport road",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,2,3.0
2022-05-19,2,18000,1000,super area,basaveshwara layout,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-05-19,2,17500,900,super area,hebbal kempapura,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-08,1,6500,500,super area,aduru,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,5.0
2022-06-20,1,16000,550,carpet area,chinnapanna halli,bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,2,5.0
2022-06-20,3,30000,1250,carpet area,begur road,bangalore,semi-furnished,bachelors,3,contact agent,,6360088226,15,18.0
2022-06-09,2,28000,850,carpet area,"nanja reddy colony, jeevan bima nagar",bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,2,6.0
2022-05-30,1,6500,150,super area,"subhash nagar, kengeri satellite town",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-23,1,9000,445,carpet area,"murugeshpalya, airport road",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,1,3.0
2022-07-08,2,8500,500,carpet area,"electronics city phase 1, electronic city",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-05-21,2,20000,750,carpet area,"venkateshappa layout-kammanahalli, kammanahalli",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-07-02,3,26000,2000,carpet area,"rbi colony-jayanagar, jayanagar",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-05,1,8000,500,super area,electronic city,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-05,1,8500,730,super area,k r puram,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-06-24,2,12500,750,super area,neelasandra,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-06-16,1,8000,600,super area,ramagondanahalli,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-07-09,3,52000,2710,super area,thanisandra,bangalore,semi-furnished,bachelors,3,contact agent,,6360088226,4,7.0
2022-06-12,2,18000,1190,carpet area,basava nagar,bangalore,semi-furnished,bachelors,2,contact owner,,6360088226,3,4.0
2022-07-07,1,15000,435,carpet area,"murugeshpalya, airport road",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,2,5.0
2022-04-29,2,12000,750,super area,"electronics city phase 1, electronic city",bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-27,3,100000,1800,carpet area,bilal nagar-sagayapura,bangalore,semi-furnished,bachelors/family,3,contact agent,,6360088226,2,4.0
2022-06-14,1,6000,1200,carpet area,lakshmipura,bangalore,furnished,bachelors,1,contact owner,,6360088226,3,5.0
2022-05-05,2,12000,600,super area,btm layout,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-11,1,6500,450,super area,mathikere,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,2,2.0
2022-06-16,3,13500,1100,super area,kudlu gate,bangalore,unfurnished,family,3,contact owner,,6360088226,3,5.0
2022-06-30,1,10000,700,super area,nagarbhavi,bangalore,unfurnished,bachelors,1,contact owner,,6360088226,1,1.0
2022-06-04,2,8500,650,carpet area,attibele,bangalore,furnished,family,2,contact owner,,6360088226,8,8.0
2022-06-27,3,32000,1768,super area,yelahanka,bangalore,semi-furnished,family,3,contact agent,,6360088226,8,13.0
2022-06-20,3,42000,1600,carpet area,"hrbr layout block 2, kalyan nagar, outer ring road",bangalore,semi-furnished,family,3,contact agent,,6360088226,3,5.0
2022-05-05,1,7500,400,super area,c v raman nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-05-23,2,16000,1200,super area,kengeri,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-05-10,1,5000,500,super area,rayasandra,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-07-04,2,14000,700,super area,c v raman nagar,bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-15,4,60000,2500,super area,basaveshvara nagar,bangalore,semi-furnished,family,4,contact owner,,6360088226,1,2.0
2022-06-23,1,8500,500,super area,hulimavu,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-05-26,1,10000,500,carpet area,snv la,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-04-30,1,8500,500,super area,"rmv extension, armane nagar",bangalore,semi-furnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-05-05,2,15000,1280,carpet area,"ittamadu, banashankari, outer ring road",bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,0,5.0
2022-05-16,2,9500,200,carpet area,kengeri upanagara,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-12,2,25000,750,carpet area,koramangala,bangalore,unfurnished,bachelors/family,2,contact agent,,6360088226,4,5.0
2022-07-07,2,14000,900,super area,k r puram,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-05-05,3,20000,1200,super area,basaveshwar nagar,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-07-05,1,10000,800,super area,ramamurthy nagar,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-05-10,2,10000,500,carpet area,"aecs layout-singasandra, singasandra, hosur road",bangalore,unfurnished,bachelors,1,contact owner,,6360088226,2,4.0
2022-04-29,2,13000,1000,super area,"jayanti nagar, hormavu",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-07-02,2,13000,850,carpet area,sun city layout,bangalore,semi-furnished,family,2,contact owner,,6360088226,2,
2022-06-12,2,24000,900,carpet area,koramangala,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,2,5.0
2022-07-04,1,10000,600,super area,"state bank of india colony, hegganahalli",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-07-04,1,8000,600,super area,mahadevapura,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-07-04,1,6000,600,super area,begur,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,1,4.0
2022-07-04,3,21000,1250,super area,margondanahalli,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-05-23,3,25000,2000,super area,horamavu,bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,1,1.0
2022-05-19,2,8500,532,carpet area,tannery road,bangalore,unfurnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-06-08,2,13000,1000,super area,whitefield,bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-06-20,1,5000,150,super area,rajarajeshwari nagar,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-23,1,7500,500,super area,mahadevapura,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,4.0
2022-07-04,1,13900,600,carpet area,"nallurhalli, whitefield, borewell road",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,1,4.0
2022-05-22,2,15000,1100,carpet area,uttarahalli,bangalore,furnished,bachelors,2,contact owner,,6360088226,3,3.0
2022-05-27,3,30000,1500,carpet area,"panduranga nagar, bannerghatta main road",bangalore,semi-furnished,bachelors/family,3,contact agent,,6360088226,4,4.0
2022-07-06,2,13000,500,carpet area,koramangala,bangalore,semi-furnished,bachelors,1,contact agent,,6360088226,2,5.0
2022-04-29,1,7700,600,carpet area,sir m v nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-05-14,2,25000,1200,super area,yelahanka,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,5,12.0
2022-07-06,2,17000,1100,super area,"kaggadasapura, indira nagar",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-07-07,3,39000,1550,carpet area,hennur main road,bangalore,semi-furnished,bachelors/family,3,contact agent,,6360088226,1,13.0
2022-07-02,2,18000,1050,carpet area,varthur,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-05,1,15000,500,super area,shanti nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-05-05,2,28000,1500,super area,shivaji nagar,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-06-24,2,17500,1150,carpet area,"vijaya bank colony -bilekahalli, bilekahalli",bangalore,semi-furnished,family,2,contact agent,,6360088226,3,4.0
2022-05-23,4,75000,2000,super area,hsr layout,bangalore,furnished,bachelors/family,3,contact owner,,6360088226,0,2.0
2022-05-11,2,14000,110,carpet area,rt nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-04-29,1,9000,500,super area,"jp nagar phase 7, j p nagar",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-06-08,3,20000,1465,super area,sunkadakatte,bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,4.0
2022-06-04,2,12000,940,carpet area,"attur layout, yelahanka new town",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,5.0
2022-05-23,2,12000,850,super area,basaveshwar nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,4.0
2022-07-02,2,24000,990,carpet area,tumkur road,bangalore,furnished,bachelors/family,2,contact owner,,6360088226,14,30.0
2022-06-20,2,12000,750,super area,bbmp convertion layout,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-06-20,1,10000,500,super area,garvebhavi palya,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-06-16,3,24000,1430,super area,"jp nagar phase 7, j p nagar",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-06-08,1,9000,600,carpet area,"chelekare, kalyan nagar, outer ring road",bangalore,semi-furnished,family,1,contact owner,,6360088226,3,4.0
2022-06-11,2,12000,900,carpet area,"jeevanhalli, cox town",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-04-29,2,11000,1100,super area,konanakunte,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-04-29,2,15000,900,carpet area,"venkatpura, hsr layout",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-23,1,5500,600,super area,byatarayanapura,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-06-23,2,18000,1000,carpet area,kudlu gate,bangalore,semi-furnished,family,2,contact owner,,6360088226,0,4.0
2022-07-06,2,42000,1150,carpet area,koramangala,bangalore,furnished,bachelors,2,contact agent,,6360088226,2,4.0
2022-04-29,2,18000,1250,super area,"devarachikannahalli, begur road",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-04-29,2,15000,1000,super area,"jp nagar phase 7, j p nagar",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-06-04,1,6000,500,super area,"electronic city phase 2, electronic city",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-14,3,30000,2000,super area,"jp nagar phase 6, j p nagar, outer ring road",bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,1,1.0
2022-04-30,2,12000,850,super area,choodasandra,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-28,2,10000,990,carpet area,"hbr layout block 2, hbr layout",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-27,2,9500,850,carpet area,raghavendra layout,bangalore,semi-furnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-05-05,2,16000,1000,super area,"kaggadasapura, indira nagar",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,4,5.0
2022-06-23,2,9500,650,super area,nagvarpalya main road,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,4,5.0
2022-06-16,1,6500,400,carpet area,whitefield,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,2.0
2022-06-03,2,13500,1000,carpet area,mylasandra,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-04-29,2,25000,1350,super area,doddaballapur road,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,12,13.0
2022-05-23,2,9500,600,super area,hbr layout,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-06-08,4,190000,4000,super area,koramangala,bangalore,furnished,bachelors/family,5,contact owner,,6360088226,0,2.0
2022-06-28,2,90000,950,carpet area,aarna enclave,bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,4,5.0
2022-06-30,2,24000,777,carpet area,yelahanka,bangalore,semi-furnished,family,2,contact agent,,6360088226,4,8.0
2022-06-23,3,15000,1200,carpet area,electronic city,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-05-10,2,22000,1600,super area,kodigehalli,bangalore,furnished,bachelors/family,3,contact owner,,6360088226,0,2.0
2022-06-20,3,34000,1500,carpet area,yeshwantpur,bangalore,semi-furnished,bachelors,3,contact agent,,6360088226,14,20.0
2022-06-06,2,12500,570,super area,btm layout stage 4,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-07-03,3,28000,1800,carpet area,mysore road,bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,18,19.0
2022-07-04,2,12000,1100,super area,arakere,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-23,1,8000,400,super area,"lingarajapuram, lingarajapuram, hennur main road",bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-11,1,7500,750,carpet area,bettadasanapura,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-06-03,2,34000,1400,carpet area,hrbr layout block 1,bangalore,furnished,bachelors,2,contact agent,,6360088226,5,5.0
2022-06-27,3,32000,1789,super area,yelahanka,bangalore,semi-furnished,family,3,contact agent,,6360088226,8,13.0
2022-05-23,2,14500,650,carpet area,"maruthi nagar-kaggadasapura, kaggadasapura",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-04-29,2,16000,1200,super area,hulimavu,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-04-29,1,7500,460,super area,singahalli,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-06-24,2,7500,500,carpet area,"kammagondahalli, jalahalli",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-07-06,2,19500,1080,carpet area,bda layout -lingarajapuram,bangalore,semi-furnished,family,2,contact owner,,6360088226,0,2.0
2022-06-10,3,75000,2000,carpet area,dhobi ghat- rajajinagar,bangalore,furnished,bachelors,2,contact agent,,6360088226,1,5.0
2022-07-06,2,16500,1100,super area,hbr layout,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-06-01,2,14500,1025,super area,chandapura,bangalore,unfurnished,bachelors,2,contact owner,,6360088226,8,9.0
2022-06-27,2,16000,650,carpet area,"aradhana layout, arakere",bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-05-23,2,8000,800,super area,mahadevapura,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-07-06,3,280000,2800,carpet area,rajajinagar,bangalore,furnished,bachelors/family,3,contact agent,,6360088226,6,30.0
2022-05-19,2,21000,1100,carpet area,hennur main road,bangalore,furnished,bachelors,2,contact agent,,6360088226,3,4.0
2022-05-19,3,30000,1300,carpet area,maruthi sevanagar,bangalore,semi-furnished,bachelors,3,contact agent,,6360088226,2,4.0
2022-06-16,3,65000,2000,super area,frazer town,bangalore,semi-furnished,bachelors,3,contact agent,,6360088226,3,6.0
2022-06-16,3,180000,2500,carpet area,mahatma gandhi road,bangalore,unfurnished,bachelors,3,contact agent,,6360088226,4,8.0
2022-06-08,2,10000,600,super area,hommadevanahalli,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-07-07,2,12000,630,super area,whitefield,bangalore,furnished,bachelors/family,2,contact owner,,6360088226,3,5.0
2022-07-07,2,9000,550,super area,hosakerehalli,bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-01,2,22000,1025,super area,basaveshvara nagar,bangalore,semi-furnished,family,2,contact owner,,6360088226,3,3.0
2022-05-08,1,10000,500,carpet area,kadugodi pattalamma layout,bangalore,semi-furnished,bachelors,1,contact owner,,6360088226,1,4.0
2022-05-25,3,48000,1286,carpet area,hebbal,bangalore,semi-furnished,bachelors,3,contact agent,,6360088226,8,16.0
2022-06-22,1,11000,800,super area,adugodi,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,4.0
2022-06-09,2,11000,900,super area,"singasandra, hosur road",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-06-23,3,40000,1618,super area,yelahanka new town,bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,4.0
2022-06-08,1,10000,500,super area,marathahalli-sarjapur outer ring road,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,5.0
2022-06-27,1,6500,450,carpet area,garden city university,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-04-29,2,18000,850,super area,padmanabha nagar,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-07-07,3,22000,1374,super area,kanakapura road,bangalore,semi-furnished,family,2,contact agent,,6360088226,0,16.0
2022-05-30,3,28000,1600,super area,banaswadi,bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,4.0
2022-06-10,1,6200,400,super area,nagarbhavi,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-06-12,3,110000,1500,carpet area,hebbal,bangalore,furnished,bachelors/family,3,contact agent,,6360088226,6,16.0
2022-06-15,2,5500,800,super area,kengeri hobli,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,1,4.0
2022-05-21,3,50000,1580,carpet area,koramangala 8th block,bangalore,unfurnished,bachelors,3,contact agent,,6360088226,3,3.0
2022-06-23,2,12000,700,carpet area,agrahara layout,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-08,2,11500,700,super area,sadashiva nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-20,1,16000,550,carpet area,"doddanekundi, kartik nagar",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,1,7.0
2022-06-16,1,11000,450,carpet area,krishna reddy layout -domlur,bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,4,4.0
2022-06-18,4,150000,4550,super area,"jakkur plantation, jakkuru, bellary road",bangalore,semi-furnished,family,5,contact agent,,6360088226,3,5.0
2022-06-30,1,9000,400,super area,"laxminarayana layout, munnekollal",bangalore,semi-furnished,bachelors,1,contact owner,,6360088226,1,1.0
2022-07-07,1,6000,650,super area,jnana ganga nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-07-04,2,12000,700,super area,bagalur,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-05-27,2,16000,1333,super area,"ms palya, vidyaranyapura",bangalore,unfurnished,bachelors,2,contact owner,,6360088226,2,4.0
2022-05-31,3,35000,1500,carpet area,vasanth nagar,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,1,4.0
2022-05-27,1,9000,425,carpet area,"murugeshpalya, airport road",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,2,5.0
2022-05-27,1,8000,300,super area,airport road,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-06-30,2,13500,650,carpet area,vijayanagar,bangalore,unfurnished,family,2,contact owner,,6360088226,2,3.0
2022-06-15,2,14000,800,super area,"banashankari stage 2, banashankari",bangalore,semi-furnished,family,2,contact owner,,6360088226,0,2.0
2022-07-07,2,14000,1200,carpet area,srinivaspura,bangalore,semi-furnished,family,2,contact owner,,6360088226,2,3.0
2022-05-05,1,4700,500,super area,chikkabanavara,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,1,4.0
2022-05-05,2,17000,1000,super area,mavalli,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-06-04,2,11000,600,super area,k r puram,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-06-08,1,12000,600,super area,thanisandra,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-04-27,3,30000,1875,super area,"jp nagar phase 1, j p nagar",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-05-05,2,12000,1000,super area,k r puram,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-05-05,3,21000,1300,super area,hormavu ring road,bangalore,furnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-05-14,1,6000,350,super area,sunkadakatte,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-06-04,2,18500,900,super area,rajajinagar,bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-04-27,1,4750,200,carpet area,"chamundeshwari layout, arakere",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,2.0
2022-05-23,2,15000,700,super area,yeshwantpur,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,5.0
